Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Consumption
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898591,4/1/11,3/25/11,4/26/11,32,348919902-OIL,N         ,$587.98 ,173
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898592,4/1/11,3/25/11,4/26/11,32,348919902-OIL,N         ,$550.59 ,162
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898593,4/1/11,3/25/11,4/26/11,32,348919902-OIL,N         ,$550.59 ,162
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898594,4/1/11,3/25/11,4/26/11,32,348919902-OIL,N         ,"$5,109.00 ",1500
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898595,4/1/11,3/25/11,4/26/11,32,348919902-OIL,N         ,$186.93 ,55
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898596,5/1/11,4/26/11,5/24/11,28,348919902-OIL,N         ,"$1,730.70 ",500
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898597,5/1/11,4/26/11,5/24/11,28,348919902-OIL,N         ,"$1,845.96 ",600
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898598,6/1/11,5/24/11,6/24/11,31,348919902-OIL,N         ,"$1,833.36 ",600
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898599,7/1/11,6/24/11,7/26/11,32,348919902-OIL,N         ,"$1,185.04 ",398
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898600,7/1/11,6/24/11,7/26/11,32,348919902-OIL,N         ,"$1,307.14 ",397
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898601,8/1/11,7/26/11,8/25/11,30,348919902-OIL,N         ,"$1,200.67 ",396
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898602,8/1/11,7/26/11,8/25/11,30,348919902-OIL,N         ,"$1,242.41 ",398
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898603,9/1/11,8/25/11,9/23/11,29,348919902-OIL,N         ,"$1,249.17 ",397
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898604,10/1/11,9/23/11,10/25/11,32,348920011-OIL,N         ,"$3,204.85 ",994
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898605,11/1/11,10/25/11,11/23/11,29,348920011-OIL,N         ,"$2,559.28 ",800
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898606,12/1/11,11/23/11,12/23/11,30,348920011-OIL,N         ,"$2,538.48 ",800
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898607,12/1/11,11/23/11,12/23/11,30,348920011-OIL,N         ,"$2,633.81 ",850
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898608,12/1/11,11/23/11,12/23/11,30,348920011-OIL,N         ,"$2,211.14 ",741
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898711,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$195.25 ,81
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898712,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$432.78 ,165
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898713,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$501.38 ,208
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898714,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$356.75 ,148
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898715,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$232.29 ,87
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898716,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$218.94 ,82
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898717,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$424.53 ,159
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898718,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$440.55 ,165
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898719,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$429.87 ,161
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898720,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$473.92 ,175
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898721,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$484.75 ,179
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898722,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$433.30 ,160
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898723,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$350.87 ,129
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898724,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$432.46 ,159
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898725,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$451.50 ,166
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898726,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$473.26 ,174
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898727,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$451.04 ,161
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898728,1/1/11,12/23/10,1/25/11,33,348921002-OIL,N         ,$427.20 ,160
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898729,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$308.17 ,110
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898730,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$372.60 ,133
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898731,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$372.60 ,133
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898732,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$226.92 ,81
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898733,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$148.48 ,53
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898734,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$376.05 ,130
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898735,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$196.70 ,68
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898736,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$373.16 ,129
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898737,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$333.75 ,125
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898738,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$344.43 ,129
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898739,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$231.42 ,80
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898740,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$357.24 ,125
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898741,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$362.95 ,127
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898742,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$540.14 ,189
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898743,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$294.36 ,103
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898744,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$637.08 ,220
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898745,2/1/11,1/25/11,2/23/11,29,348921002-OIL,N         ,$668.93 ,231
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898746,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$654.45 ,226
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898747,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$312.75 ,108
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898748,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$524.14 ,181
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898749,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$627.63 ,213
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898750,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$674.77 ,229
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898751,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$365.38 ,124
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898752,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$615.84 ,209
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898753,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$678.68 ,219
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898754,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$684.88 ,221
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898755,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$331.59 ,107
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898756,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$653.89 ,211
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898757,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$731.26 ,227
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898758,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$673.27 ,209
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898759,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$322.14 ,100
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898760,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$682.94 ,212
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898761,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$712.33 ,222
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898762,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$744.42 ,232
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898763,3/1/11,2/23/11,3/25/11,30,348921002-OIL,N         ,$385.04 ,120
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898764,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$763.67 ,238
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898765,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$804.13 ,252
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898766,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$689.26 ,216
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898767,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$411.64 ,129
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898768,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$575.22 ,181
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898769,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$489.41 ,154
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898770,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$613.35 ,193
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898771,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$247.88 ,78
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898772,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$588.49 ,177
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898773,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$651.49 ,205
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898774,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$478.77 ,144
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898775,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$578.52 ,174
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898776,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$292.29 ,86
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898777,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$598.17 ,176
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898778,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$564.18 ,166
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898779,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$598.17 ,176
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898780,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,"$5,109.00 ",1500
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898781,4/1/11,3/25/11,4/26/11,32,348921002-OIL,N         ,$329.67 ,97
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898782,5/1/11,4/26/11,5/24/11,28,348921002-OIL,N         ,"$2,422.98 ",700
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898783,5/1/11,4/26/11,5/24/11,28,348921002-OIL,N         ,"$1,845.96 ",600
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898784,6/1/11,5/24/11,6/24/11,31,348921002-OIL,N         ,"$1,833.36 ",600
